"CUST_ID","LAST_NAME","FIRST_NAME","EMAIL","STREET_ADDRESS","POSTAL_CODE","CITY","STATE_PROVINCE","COUNTRY","COUNTRY_CODE","CONTINENT","YRS_CUSTOMER","PROMOTION_RESPONSE","LOC_LAT","LOC_LONG","AGE","COMMUTE_DISTANCE","CREDIT_BALANCE","EDUCATION","FULL_TIME","GENDER","HOUSEHOLD_SIZE","INCOME","INCOME_LEVEL","INSUFF_FUNDS_INCIDENTS","JOB_TYPE","LATE_MORT_RENT_PMTS","MARITAL_STATUS","MORTGAGE_AMT","NUM_CARS","NUM_MORTGAGES","PET","RENT_OWN","SEGMENT_ID","WORK_EXPERIENCE","YRS_CURRENT_EMPLOYER","YRS_RESIDENCE"
1310161,"Pomardi","Abhimand","abhimand.pomardi@oraclemail.com","Via Giuseppe Serafini","27026","Garlasco","Pavia","Italy","IT","Europe",10,0,45.19384,8.93207,44,7,65,"Doctorate","Yes","Male",1,99126,"E: 90,000 - 109,999",0,"Administrative",0,"S",300000,1,1,"Unknown","Own",6,7,7,15
1313321,"Berlinghieri","Kupati","kupati.berlinghieri@oraclemail.com","Corso Camillo Benso Di Cavour","06034","Foligno","Perugia","Italy","IT","Europe",7,0,42.95461,12.70555,43,39,175,"Masters","Yes","Male",1,172936.5,"F: Above 110,000",0,"Professional",0,"S",0,1,0,"Unknown","Rent",6,18,3,2
1291642,"Anguissola","Jayanta","jayanta.anguissola@oraclemail.com","122 Via Delle Sette Chiese","00145","Roma","Roma","Italy","IT","Europe",2,0,41.86061,12.48936,40,40,333,"LessThanHS","Yes","Male",5,9541.5,"A: Below 30,000",0,"Labor",3,"M",150000,2,2,"Other","Own",6,4,4,18
1291657,"Mangoni","Laegaire","laegaire.mangoni@oraclemail.com","22 Viale Europa","20861","Brugherio","Monza E Brianza","Italy","IT","Europe",4,0,45.55855,9.30524,40,1,185,"Doctorate","Yes","Male",1,117904.5,"F: Above 110,000",0,"Professional",0,"S",240000,1,1,"Unknown","Own",6,10,5,9
1298101,"Cenghialta","Bhurikirti","bhurikirti.cenghialta@oraclemail.com","Via Cupa Madonna Di Varano","62019","Recanati","Macerata","Italy","IT","Europe",7,0,43.4045,13.5601,44,25,87,"Bachelors","Yes","Male",2,93502.8,"E: 90,000 - 109,999",0,"Business",0,"M",0,1,0,"Unknown","Rent",6,2,2,7
1295027,"Cumani","Yusuf","yusuf.cumani@oraclemail.com","60 Corso Meridionale","80143","Napoli","Napoli","Italy","IT","Europe",4,0,40.85445,14.2736,47,28,91,"High School","Yes","Male",1,82927.5,"D: 70,000 - 89,999",1,"Professional",3,"S",140000,1,1,"Unknown","Own",6,21,7,16
1295034,"Bucci","Acchoda","acchoda.bucci@oraclemail.com","20 Viale Giacomo Matteotti","50132","Firenze","Firenze","Italy","IT","Europe",7,0,43.78285,11.26301,45,18,45,"Bachelors","Yes","Male",1,112604,"F: Above 110,000",0,"Sales",0,"S",0,1,0,"Unknown","Rent",6,22,4,7
1291138,"Gioberti","Xue-Liang","xue-liang.gioberti@oraclemail.com","1 Piazza Nazario Sauro","50125","Firenze","Firenze","Italy","IT","Europe",10,0,43.76921,11.24665,48,30,413,"Doctorate","Yes","Male",1,33733,"B: 30,000 - 49,999",2,"Sales",3,"S",300000,1,1,"Unknown","Own",6,11,7,20
1291140,"Altabani","Mesrop","mesrop.altabani@oraclemail.com","26 Via Roen","39040","Termeno Sulla Strada Del Vino","Bolzano","Italy","IT","Europe",6,0,46.34721,11.24392,47,12,426,"Bachelors","Yes","Male",1,60412.5,"C: 50,000 - 69,999",0,"Professional",1,"S",160000,1,1,"Unknown","Own",6,25,4,18
1291670,"Colonnese","Xuan-Ling","xuan-ling.colonnese@oraclemail.com","9 Via Giovanni Battistini","43122","Parma","Parma","Italy","IT","Europe",8,0,44.83404,10.34251,48,20,83,"Doctorate","Yes","Male",7,13718,"A: Below 30,000",2,"Labor",1,"M",360000,2,2,"Dog","Own",6,19,14,20
1349759,"Cossa","Kamalanayana","kamalanayana.cossa@oraclemail.com","Via Giuseppe Garibaldi","40069","Zola Predosa","Bologna","Italy","IT","Europe",1,0,44.48674,11.22624,28,12,638,"Masters","No","Male",4,58591.5,"C: 50,000 - 69,999",0,"Labor",1,"M",0,2,0,"Unknown","Rent",3,3,2,2
1297592,"Canetti","Cittaprabha","cittaprabha.canetti@oraclemail.com","Piazza Trieste","84016","Pagani","Salerno","Italy","IT","Europe",1,0,40.74091,14.6192,53,20,165,"Bachelors","Yes","Male",1,107273,"E: 90,000 - 109,999",0,"Skilled",0,"S",0,1,0,"Unknown","Rent",6,27,4,1
1293648,"Psaquale","Minas","minas.psaquale@oraclemail.com","21 Via Pradalago","38086","Madonna Di Campiglio","Trento","Italy","IT","Europe",8,0,46.23261,10.82733,48,24,7,"High School","Yes","Male",1,67735.2,"C: 50,000 - 69,999",1,"Business",1,"S",80000,1,1,"Unknown","Own",6,14,2,16
1293656,"Baffi","Lafayette","lafayette.baffi@oraclemail.com","160 Viale Pier Luigi Nervi","04100","Latina","Latina","Italy","IT","Europe",5,0,41.458,12.88917,48,12,87,"LessThanHS","Yes","Male",1,64628.1,"C: 50,000 - 69,999",0,"Administrative",0,"S",0,1,0,"Unknown","Rent",6,10,7,10
1296285,"Michelozzi","Adesa","adesa.michelozzi@oraclemail.com","Via Tintoretto","35020","Mandriola","Padova","Italy","IT","Europe",4,0,45.37598,11.85708,49,29,82,"High School","Yes","Male",1,64109,"C: 50,000 - 69,999",1,"Skilled",1,"S",140000,1,1,"Unknown","Own",6,14,2,16
1347081,"Gortana","Indihar","indihar.gortana@oraclemail.com","Regione Gibellino","13017","Quarona","Vercelli","Italy","IT","Europe",4,0,45.75337,8.26631,38,0,52,"Masters","","Female",4,142315.2,"F: Above 110,000",1,"Business",1,"M",270000,2,2,"Other","Own",3,14,,4
1296286,"Piccoli","Arthadarsin","arthadarsin.piccoli@oraclemail.com","14 Via Palmiro Togliatti","12038","Savigliano","Cuneo","Italy","IT","Europe",4,0,44.65508,7.65534,50,22,144,"Bachelors","Yes","Male",5,39892,"B: 30,000 - 49,999",0,"Skilled",3,"M",300000,2,2,"Other","Own",6,3,3,18
1340906,"Aiello","Iolanta","iolanta.aiello@oraclemail.com","31 Via Case Corradi","43018","Trecasali","Parma","Italy","IT","Europe",4,0,44.94259,10.27235,28,9,720,"High School","No","Female",4,21775,"A: Below 30,000",0,"Skilled",4,"M",0,2,0,"Unknown","Rent",3,3,1,2
1341110,"Mussi","Padmaja","padmaja.mussi@oraclemail.com","41 Via Roma","53017","Radda In Chianti","Siena","Italy","IT","Europe",4,0,43.48694,11.37507,30,12,165,"Bachelors","Yes","Female",3,36759.6,"B: 30,000 - 49,999",1,"Business",3,"M",0,2,0,"Other","Rent",3,3,2,1
1292924,"Didomenico","Gita","gita.didomenico@oraclemail.com","30 Via Corcianese","06132","Sant'Andrea Delle Fratte","Perugia","Italy","IT","Europe",6,0,43.08014,12.3292,44,39,246,"Bachelors","Yes","Male",1,30052,"B: 30,000 - 49,999",0,"Skilled",1,"S",160000,1,1,"Unknown","Own",6,8,6,18
1333846,"Garibaldi","Abdhisayana","abdhisayana.garibaldi@oraclemail.com","41 Via 20 Settembre 1870","47923","Rimini","Rimini","Italy","IT","Europe",3,0,44.05575,12.57189,38,11,7,"Masters","No","Male",4,59932.5,"C: 50,000 - 69,999",0,"Labor",1,"M",0,2,0,"Unknown","Rent",3,5,5,3
1342833,"Checcinato","Alla","alla.checcinato@oraclemail.com","11 Via Roma","12035","Racconigi","Cuneo","Italy","IT","Europe",3,0,44.76944,7.67795,34,12,145,"Masters","No","Female",4,142946.4,"F: Above 110,000",0,"Business",1,"M",0,2,0,"Unknown","Rent",3,15,1,3
1339703,"Giacconi","Tati","tati.giacconi@oraclemail.com","5 Via Zanardelli","25028","Verolanuova","Brescia","Italy","IT","Europe",2,0,45.326,10.07706,35,11,135,"LessThanHS","No","Female",3,56499,"C: 50,000 - 69,999",0,"Professional",0,"M",0,2,0,"Unknown","Rent",3,11,3,7
1335023,"Moretti","Leontyne","leontyne.moretti@oraclemail.com","Via Roma","20080","Moncucco","Milano","Italy","IT","Europe",2,0,45.30992,9.03921,29,2,1120,"Bachelors","Yes","Female",3,105421.2,"E: 90,000 - 109,999",1,"Business",0,"M",0,2,0,"Other","Rent",3,10,2,1
1347169,"Condulmaro","Sage","sage.condulmaro@oraclemail.com","66 Via Nuova","54013","Gragnola","Massa-Carrara","Italy","IT","Europe",3,0,44.19196,10.10843,23,8,1150,"Masters","Yes","Female",4,118084.5,"F: Above 110,000",1,"Professional",1,"M",0,1,0,"Other","Rent",3,0,0,2
1342292,"Molinari","Balaja","balaja.molinari@oraclemail.com","11 Via Magenta","10093","Collegno","Torino","Italy","IT","Europe",5,0,45.07405,7.5954,38,0,280,"Masters","","Female",4,102821,"E: 90,000 - 109,999",1,"Skilled",1,"M",250000,1,2,"Other","Own",3,12,,5
1342843,"Pesotta","Ashwani","ashwani.pesotta@oraclemail.com","17 Via Palmirano","44124","Gaibanella","Ferrara","Italy","IT","Europe",2,0,44.76829,11.6551,36,9,388,"High School","No","Male",4,42712.5,"B: 30,000 - 49,999",1,"Professional",1,"M",310000,2,2,"Dog","Own",3,2,2,2
1346406,"Albertrani","Eugen","eugen.albertrani@oraclemail.com","2 Via Giuseppe Ungaretti","87036","Commenda","Cosenza","Italy","IT","Europe",4,0,39.33237,16.24476,29,6,909,"Associates","No","Male",5,6886,"A: Below 30,000",0,"Skilled",2,"M",0,2,0,"Unknown","Rent",3,9,3,3
1346410,"Cecon","Bhagavant","bhagavant.cecon@oraclemail.com","Via Monte Valbella","36015","Schio","Vicenza","Italy","IT","Europe",4,0,45.71809,11.34302,38,1,44,"Associates","No","Male",5,56737,"C: 50,000 - 69,999",0,"Skilled",2,"M",0,2,0,"Unknown","Rent",3,16,6,9
1346416,"Spotelli","Roland","roland.spotelli@oraclemail.com","8 Via Roma","98071","Capo D'Orlando","Messina","Italy","IT","Europe",3,0,38.15982,14.7433,31,6,225,"LessThanHS","No","Male",3,23220,"A: Below 30,000",0,"Business",0,"M",0,1,0,"Unknown","Rent",3,11,5,3
1339708,"Tognazzi","Keung","keung.tognazzi@oraclemail.com","Via Risorgimento","98050","Santa Marina Salina","Messina","Italy","IT","Europe",3,0,38.55845,14.87126,35,3,326,"Associates","No","Male",5,81674.4,"D: 70,000 - 89,999",0,"Business",2,"M",0,2,0,"Unknown","Rent",3,10,5,3
1333943,"Funicello","Photius","photius.funicello@oraclemail.com","80 Via Protomartiri Francescani","06081","Santa Maria Degli Angeli","Perugia","Italy","IT","Europe",2,0,43.05315,12.58985,22,2,49,"High School","No","Male",4,47498.88,"B: 30,000 - 49,999",1,"Science/Tech",1,"M",0,1,0,"Other","Rent",3,2,2,2
1334491,"Gardella","Eglantina","eglantina.gardella@oraclemail.com","2 Viale Vittorio Alfieri","73100","Lecce","Lecce","Italy","IT","Europe",3,0,40.34256,18.17582,25,5,520,"High School","Yes","Female",4,3406,"A: Below 30,000",1,"Skilled",1,"M",0,2,0,"Other","Rent",3,4,2,2
1334499,"Anguissola","Anabhra","anabhra.anguissola@oraclemail.com","48 Via Francesco Crispi","21100","Varese","Varese","Italy","IT","Europe",1,0,45.82455,8.81353,27,12,814,"Masters","No","Female",4,102566,"E: 90,000 - 109,999",0,"Sales",1,"M",0,2,0,"Unknown","Rent",3,0,0,2
1291261,"Tintoretto","Jenya","jenya.tintoretto@oraclemail.com","48 Viale San Remo","30038","Orgnano","Venezia","Italy","IT","Europe",1,0,45.48865,12.14984,49,28,249,"LessThanHS","Yes","Male",1,32599.5,"B: 30,000 - 49,999",0,"Labor",0,"S",0,1,0,"Unknown","Rent",6,27,1,15
1377084,"Altichioro","Art","art.altichioro@oraclemail.com","79 Via Torino","12037","Saluzzo","Cuneo","Italy","IT","Europe",1,0,44.65468,7.49658,27,4,1441,"Associates","Yes","Male",2,33258,"B: 30,000 - 49,999",0,"Skilled",0,"M",0,2,0,"Unknown","Rent",2,6,4,1
1293670,"Nobilo","Joachim","joachim.nobilo@oraclemail.com","Via Cagliari","09018","Sarroch","Cagliari","Italy","IT","Europe",5,0,39.06541,9.0106,37,12,404,"Associates","No","Male",5,89707.5,"D: 70,000 - 89,999",0,"Professional",2,"M",0,2,0,"Unknown","Rent",3,13,7,5
1294199,"Turicchia","Abhiruci","abhiruci.turicchia@oraclemail.com","23 Viale Della Libertà","24021","Albino","Bergamo","Italy","IT","Europe",5,0,45.75984,9.79772,30,12,343,"Masters","Yes","Female",4,57175.5,"C: 50,000 - 69,999",1,"Labor",1,"M",0,1,0,"Other","Rent",3,3,2,2
1294200,"Zacagnini","Luz","luz.zacagnini@oraclemail.com","Via Lata","00049","Velletri","Roma","Italy","IT","Europe",1,0,41.69318,12.78136,34,12,96,"Bachelors","Yes","Female",3,45806.4,"B: 30,000 - 49,999",1,"Business",3,"M",330000,2,1,"Dog","Own",3,13,2,1
1294207,"Longari","Michael","michael.longari@oraclemail.com","93 Via Giovanni Marradi","57125","Livorno","Livorno","Italy","IT","Europe",3,0,43.54349,10.31403,31,7,459,"Bachelors","No","Male",3,128865.6,"F: Above 110,000",0,"Business",0,"M",0,2,0,"Unknown","Rent",3,11,5,3
1293159,"Mazzocchi","Rian","rian.mazzocchi@oraclemail.com","6 Via A La Fosina","38027","Croviana","Trento","Italy","IT","Europe",1,0,46.34358,10.90339,24,12,949,"Doctorate","No","Male",5,76556.4,"D: 70,000 - 89,999",3,"Business",5,"M",0,2,0,"Other","Rent",3,4,2,3
1293681,"Cattarinussi","Marlene","marlene.cattarinussi@oraclemail.com","69 Via Cesare Anfosso","15060","Voltaggio","Alessandria","Italy","IT","Europe",3,0,44.61834,8.84229,35,12,339,"LessThanHS","Yes","Female",3,34512,"B: 30,000 - 49,999",1,"Business",3,"M",290000,1,1,"Dog","Own",3,10,2,3
1293691,"Ameche","Isabeau","isabeau.ameche@oraclemail.com","28 Via Maremmana Inferiore","00010","Villa Adriana","Roma","Italy","IT","Europe",2,0,41.9526,12.76188,35,4,61,"Masters","No","Female",4,67366.8,"C: 50,000 - 69,999",2,"Business",4,"M",0,1,0,"Unknown","Rent",3,8,3,7
1294216,"Della Corte","Uzeyir","uzeyir.della corte@oraclemail.com","46 Via Monte Bianco","00012","Colle Verde","Roma","Italy","IT","Europe",1,0,41.98142,12.6193,37,5,308,"Doctorate","No","Male",5,57536,"C: 50,000 - 69,999",1,"Labor",2,"M",330000,1,2,"Other","Own",3,10,3,1
1294220,"Meoni","Logestilla","logestilla.meoni@oraclemail.com","8 Via Palade","39010","Cermes","Bolzano","Italy","IT","Europe",5,0,46.63098,11.14472,35,0,226,"High School","","Female",4,70214.4,"D: 70,000 - 89,999",1,"Business",1,"M",250000,2,1,"Other","Own",3,10,,5
1293722,"Peretti","Ruthie","ruthie.peretti@oraclemail.com","32 Via Roma","70026","Modugno","Bari","Italy","IT","Europe",4,0,41.08521,16.78537,37,0,245,"Doctorate","","Female",5,52033,"C: 50,000 - 69,999",3,"Sales",5,"M",270000,2,2,"Other","Own",3,1,,4
1293740,"Traversoni","Lilian","lilian.traversoni@oraclemail.com","52 Via Giuseppe Garibaldi","50067","Rignano Sull'Arno","Firenze","Italy","IT","Europe",1,0,43.72189,11.45118,24,3,511,"Associates","No","Female",5,57126,"C: 50,000 - 69,999",0,"Skilled",2,"M",0,2,0,"Unknown","Rent",3,4,1,3
1291115,"Lazzarini","Haykandukht","haykandukht.lazzarini@oraclemail.com","Via Terraglio","31022","Le Grazie","Treviso","Italy","IT","Europe",1,0,45.61781,12.23821,24,12,583,"High School","No","Male",4,19078,"A: Below 30,000",1,"Labor",1,"M",0,2,0,"Other","Rent",3,1,1,2
1291663,"Petito","Leonela","leonela.petito@oraclemail.com","56 Località Croce","06061","Nardelli","Perugia","Italy","IT","Europe",2,0,43.12168,11.98205,25,10,151,"LessThanHS","No","Female",3,13751,"A: Below 30,000",0,"None",0,"M",0,2,0,"Unknown","Rent",3,4,1,1
1291126,"Papasogli","Kanta","kanta.papasogli@oraclemail.com","8 Corso Giuseppe Garibaldi","73013","Galatina","Lecce","Italy","IT","Europe",5,0,40.17392,18.16951,37,8,467,"Doctorate","Yes","Female",5,39638.4,"B: 30,000 - 49,999",1,"Business",5,"M",250000,2,2,"Dog","Own",3,8,2,5
1291691,"Di Biagio","Ighlas","ighlas.di biagio@oraclemail.com","73 Via Vittorio Emanuele","09010","San Giovanni Suergiu","Sud Sardegna","Italy","IT","Europe",5,0,39.10838,8.51932,27,5,1084,"Doctorate","No","Male",5,102145.2,"E: 90,000 - 109,999",1,"Business",2,"M",0,2,0,"Other","Rent",3,1,1,3
1290873,"Columbo","Arenu","arenu.columbo@oraclemail.com","92 Viale Luigi Borri","21100","Varese","Varese","Italy","IT","Europe",3,0,45.80456,8.84012,39,1,156,"Bachelors","No","Male",3,36650.4,"B: 30,000 - 49,999",1,"Business",3,"M",290000,2,2,"Dog","Own",3,2,2,3
1292927,"Anguissola","Arunsu","arunsu.anguissola@oraclemail.com","Località Albiano","55051","Albino","Lucca","Italy","IT","Europe",3,0,44.08609,10.47239,29,5,400,"Doctorate","No","Male",5,138878.4,"F: Above 110,000",1,"Business",2,"M",0,2,0,"Other","Rent",3,9,3,3
1292928,"Curti","Asokavardhana","asokavardhana.curti@oraclemail.com","Via Emanuele Bellia","95047","Paternò","Catania","Italy","IT","Europe",2,0,37.57026,14.89901,39,12,496,"High School","No","Male",4,314.5,"A: Below 30,000",1,"Labor",1,"M",310000,2,2,"Dog","Own",3,10,4,2
1295273,"Tilli","Ramindar","ramindar.tilli@oraclemail.com","Strada Statale Del Gran Sasso","64021","Colleranesco","Teramo","Italy","IT","Europe",2,0,42.72089,13.93493,34,12,246,"LessThanHS","No","Male",3,22140.9,"A: Below 30,000",3,"Administrative",3,"M",310000,2,1,"Other","Own",3,4,4,2
1290622,"Mergeni","Stacey","stacey.mergeni@oraclemail.com","13 Piazza Andrea Quartino","17021","Alassio","Savona","Italy","IT","Europe",1,0,44.00779,8.17164,30,0,276,"Bachelors","","Female",3,54289,"C: 50,000 - 69,999",3,"Sales",3,"M",0,1,0,"Other","Rent",3,11,,1
1297845,"Maiello","Tafat","tafat.maiello@oraclemail.com","Via Delle Mura","57025","Piombino","Livorno","Italy","IT","Europe",5,0,42.92176,10.53144,31,3,484,"Masters","No","Female",4,96375.6,"E: 90,000 - 109,999",0,"Business",1,"M",0,2,0,"Unknown","Rent",3,5,3,5
1295004,"Libertini","Dhirana","dhirana.libertini@oraclemail.com","Viale Milano","21013","Gallarate","Varese","Italy","IT","Europe",4,0,45.64712,8.81264,26,0,560,"Doctorate","No","Male",5,121473,"F: Above 110,000",1,"Professional",2,"M",0,1,0,"Other","Rent",3,6,3,3
1290111,"Barbo","Balasalin","balasalin.barbo@oraclemail.com","1 Via Messapica","73059","Ugento","Lecce","Italy","IT","Europe",3,0,39.92733,18.16128,27,3,928,"Bachelors","No","Male",3,83217.6,"D: 70,000 - 89,999",0,"Services",0,"M",0,1,0,"Unknown","Rent",3,6,1,1
1290123,"De Angelis","Du-Yang","du-yang.de angelis@oraclemail.com","1 Piazza Tommaso Frasconi","00045","Genzano Di Roma","Roma","Italy","IT","Europe",2,0,41.70698,12.68871,27,4,828,"Bachelors","No","Male",3,117646.5,"F: Above 110,000",1,"Professional",0,"M",0,2,0,"Other","Rent",4,2,1,1
1291761,"Infusino","Elisabeth","elisabeth.infusino@oraclemail.com","4 Strada Provinciale Di La Loggia","10048","Vinovo","Torino","Italy","IT","Europe",3,0,44.95004,7.63781,38,8,108,"Bachelors","No","Female",3,128509.2,"F: Above 110,000",0,"Business",0,"M",0,2,0,"Unknown","Rent",3,11,3,3
1346307,"Bollati","Christiane","christiane.bollati@oraclemail.com","51 Via Favagrossa","26041","Casalmaggiore","Cremona","Italy","IT","Europe",3,0,44.98791,10.41519,43,0,351,"LessThanHS","","Female",2,46127,"B: 30,000 - 49,999",0,"Skilled",2,"M",0,2,0,"Unknown","Rent",7,5,,15
1357076,"Venni","Jimmie","jimmie.venni@oraclemail.com","19 Via Venezia","88900","Crotone","Crotone","Italy","IT","Europe",7,0,39.07997,17.12539,43,0,483,"LessThanHS","","Female",2,43017,"B: 30,000 - 49,999",0,"Science/Tech",2,"M",0,2,0,"Unknown","Rent",7,19,,15
1334367,"Destefani","Daisi","daisi.destefani@oraclemail.com","Via Guglielmo Mattioli","24129","Bergamo","Bergamo","Italy","IT","Europe",7,0,45.69368,9.63186,44,0,364,"Masters","","Female",6,64595,"C: 50,000 - 69,999",1,"Sales",2,"M",0,2,0,"Unknown","Rent",7,3,,19
1345760,"Primaticcio","Shakuntala","shakuntala.primaticcio@oraclemail.com","20 Piazza Teofilo Folengo","36061","Campese","Vicenza","Italy","IT","Europe",5,0,45.80436,11.7118,42,4,136,"Masters","No","Female",6,54732,"C: 50,000 - 69,999",0,"Professional",0,"M",0,2,0,"Unknown","Rent",7,17,1,19
1347591,"Corradini","Alishah","alishah.corradini@oraclemail.com","Corso Europa","07039","Valledoria","Sassari","Italy","IT","Europe",7,0,40.92897,8.82665,48,4,388,"Masters","No","Female",6,80946,"D: 70,000 - 89,999",0,"Skilled",0,"M",0,2,0,"Cat","Rent",7,23,1,11
1333835,"Muscetta","Xiao-Niao","xiao-niao.muscetta@oraclemail.com","Via Lombardia","46029","Suzzara","Mantova","Italy","IT","Europe",6,0,44.98268,10.76616,42,1,304,"Masters","Yes","Female",3,176008.5,"F: Above 110,000",0,"Professional",0,"M",30000,2,2,"Unknown","Own",7,15,3,8
1334382,"Vacarri","Mirish","mirish.vacarri@oraclemail.com","10 Piazza Di San Lorenzo","50123","Firenze","Firenze","Italy","IT","Europe",5,0,43.77467,11.25499,52,0,6,"LessThanHS","No","Female",1,5990.4,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown","Rent",7,11,1,15
1334941,"Andretti","Avis","avis.andretti@oraclemail.com","50 Corso Giuseppe Garibaldi","81055","Santa Maria Capua Vetere","Caserta","Italy","IT","Europe",1,0,41.08094,14.25644,48,2,293,"Associates","No","Female",4,73870.5,"D: 70,000 - 89,999",0,"Professional",0,"M",0,3,0,"Unknown","Rent",7,2,1,17
1357232,"Tarducci","Rosa","rosa.tarducci@oraclemail.com","Via Pinerolo","10061","Cavour","Torino","Italy","IT","Europe",2,0,44.79428,7.37465,50,20,47,"Doctorate","Yes","Female",2,106225.08,"E: 90,000 - 109,999",2,"Science/Tech",1,"S",180000,2,1,"Other","Own",7,6,3,20
1357237,"Leonetti","Stacy","stacy.leonetti@oraclemail.com","42 Viale Viareggio","30038","Orgnano","Venezia","Italy","IT","Europe",5,0,45.48925,12.15251,43,1,31,"Masters","Yes","Female",1,64835.2,"C: 50,000 - 69,999",0,"Services",0,"S",0,1,0,"Unknown","Rent",7,14,14,14
1357250,"Porro","Elma","elma.porro@oraclemail.com","Kirchbichl","39040","Proves","Bolzano","Italy","IT","Europe",3,0,46.4754,11.02228,53,20,158,"Associates","Yes","Female",3,35345,"B: 30,000 - 49,999",0,"Labor",0,"S",0,1,0,"Cat","Rent",7,8,8,9
1357360,"Cavallini","Askini","askini.cavallini@oraclemail.com","Strada Provinciale Val Di Forfora","51017","Calamari","Pistoia","Italy","IT","Europe",4,0,43.95072,10.70693,41,4,424,"High School","Yes","Female",4,57100.8,"C: 50,000 - 69,999",1,"Business",3,"S",340000,2,2,"Unknown","Own",7,22,5,16
1357375,"Ribsi","Matilda","matilda.ribsi@oraclemail.com","18 Via 4 Novembre","13855","Valdengo","Biella","Italy","IT","Europe",2,0,45.57058,8.13061,48,0,206,"Doctorate","","Female",7,25201,"A: Below 30,000",2,"Sales",1,"M",390000,3,2,"Unknown","Own",7,17,,20
1360182,"Fibonacci","Ibha","ibha.fibonacci@oraclemail.com","59 Via Simone Da Corbetta","20011","Corbetta","Milano","Italy","IT","Europe",2,0,45.4725,8.91174,52,0,119,"Doctorate","","Female",7,45100.5,"B: 30,000 - 49,999",2,"Professional",1,"M",490000,3,2,"Unknown","Own",7,12,,20
1342725,"Macaluso","Joia","joia.macaluso@oraclemail.com","23 Viale Giuseppe Mazzini","35031","Abano Terme","Padova","Italy","IT","Europe",1,0,45.35921,11.78425,40,17,194,"Associates","Yes","Female",4,31195,"B: 30,000 - 49,999",0,"Skilled",0,"M",0,3,0,"Unknown","Rent",7,8,5,17
1343254,"Pierpaoli","Ha-Neul","ha-neul.pierpaoli@oraclemail.com","3 Via Bettino Ricasoli","58100","Grosseto","Grosseto","Italy","IT","Europe",8,0,42.7593,11.11413,48,0,350,"Doctorate","","Female",7,58182,"C: 50,000 - 69,999",2,"Business",3,"M",60000,3,2,"Unknown","Own",7,10,,20
1343255,"Bernardi","Dina","dina.bernardi@oraclemail.com","Via San Francesco D'Assisi","74019","Palagiano","Taranto","Italy","IT","Europe",4,0,40.57716,17.04067,41,14,344,"Doctorate","Yes","Female",4,90960,"E: 90,000 - 109,999",0,"Skilled",0,"S",300000,2,2,"Unknown","Own",7,17,15,15
1360723,"Raggio","Cornelia","cornelia.raggio@oraclemail.com","6 Piazza Riccardo Strauss","90144","Palermo","Palermo","Italy","IT","Europe",3,0,38.13525,13.33818,43,11,137,"Doctorate","Yes","Female",3,128851.2,"F: Above 110,000",0,"Business",0,"S",0,1,0,"Cat","Rent",7,4,4,9
1310673,"Stufi","Lucinda","lucinda.stufi@oraclemail.com","12 Corso Susa","10098","Rivoli","Torino","Italy","IT","Europe",6,0,45.07159,7.51985,45,3,330,"Bachelors","No","Female",2,95326.92,"E: 90,000 - 109,999",0,"Science/Tech",1,"S",160000,2,1,"Dog","Own",7,21,1,18
1335583,"Moratti","Isabel","isabel.moratti@oraclemail.com","Via Forno","25024","Leno","Brescia","Italy","IT","Europe",4,0,45.36602,10.21817,45,5,74,"Doctorate","Yes","Female",4,32447,"B: 30,000 - 49,999",2,"Sales",3,"S",350000,2,2,"Other","Own",7,8,8,20
1346405,"Montagnana","Xide","xide.montagnana@oraclemail.com","25 Via Giuseppe Verdi","80022","Arzano","Napoli","Italy","IT","Europe",1,0,40.91126,14.27414,50,7,40,"Masters","Yes","Female",1,120152.4,"F: Above 110,000",0,"Business",0,"S",0,1,0,"Cat","Rent",7,13,5,5
1346420,"Majella","Iluria","iluria.majella@oraclemail.com","38 Piazza Dei Signori","35139","Padova","Padova","Italy","IT","Europe",3,0,45.40783,11.87364,53,16,115,"High School","Yes","Female",3,7529,"A: Below 30,000",1,"Sales",2,"S",0,1,0,"Cat","Rent",7,28,14,19
1349710,"Betrutti","Margar","margar.betrutti@oraclemail.com","49 Via Magenta","20010","Bareggio","Milano","Italy","IT","Europe",3,0,45.48519,8.99192,42,9,441,"Bachelors","Yes","Female",2,140062.8,"F: Above 110,000",0,"Business",0,"M",0,2,0,"Cat","Rent",7,12,5,10
1349732,"Cennini","Jhatalika","jhatalika.cennini@oraclemail.com","13 Via Gardesane","37139","San Massimo","Verona","Italy","IT","Europe",4,0,45.44816,10.94405,48,0,407,"Associates","","Female",7,10388.7,"A: Below 30,000",2,"Administrative",3,"M",490000,3,2,"Unknown","Own",7,12,,20
1349735,"Nicoli","Michella","michella.nicoli@oraclemail.com","63 Via Meida","38036","Meida","Trento","Italy","IT","Europe",8,0,46.42997,11.69112,51,19,247,"High School","Yes","Female",4,57573,"C: 50,000 - 69,999",1,"Administrative",3,"S",140000,2,2,"Other","Own",7,4,4,16
1357383,"Fusar-Poli","Quing","quing.fusar-poli@oraclemail.com","2 Via Adua","22036","Erba","Como","Italy","IT","Europe",8,0,45.81414,9.22679,46,17,221,"Doctorate","Yes","Female",4,40247,"B: 30,000 - 49,999",0,"Labor",0,"S",120000,2,2,"Unknown","Own",7,6,6,15
